lng	lat	count
121.180075	31.285671	8
121.180102	31.284933	1
121.180119	31.286216	6
121.180168	30.291433	2
121.180305	31.284845	1
121.180601	30.831000	1
121.180605	30.830986	1
121.180639	31.284805	3
121.180746	31.284093	3
121.180875	30.830454	1
121.180918	31.284818	1
121.180962	31.026384	1
121.181168	31.284140	1
121.182579	31.025484	1
121.182625	31.032028	1
121.182686	31.029051	1
121.183058	31.194652	1
121.183149	31.194348	2
121.183490	31.025425	1
121.184496	31.043038	1
121.184885	31.038157	1
121.184916	31.047715	1
121.185026	31.046279	1
121.185211	31.036989	1
121.185246	31.045365	1
121.185507	31.045847	1
121.185663	31.193822	1
121.185734	31.193948	1
121.185852	31.049443	1
121.185900	31.028440	1
121.185917	31.194000	1
121.185975	31.193933	1
121.186066	31.193932	1
121.186121	31.042486	1
121.186564	31.203073	1
121.187428	31.010153	1
121.187448	31.012852	1
121.187541	31.011390	1
121.187630	31.204033	11
121.187866	31.194319	1
121.188207	31.012364	1
121.188301	31.033719	1
121.188536	31.194064	1
121.188556	31.016358	3
121.188713	30.828646	1
121.188971	31.010885	1
121.189096	31.015490	1
121.189340	31.015084	1
121.189451	31.025363	1
121.189704	31.014344	1
121.189845	31.013652	1
121.190125	31.046873	1
121.190477	31.041819	1
121.190630	30.266355	1
121.190708	31.042367	1
121.191139	31.897404	1
121.191258	31.293175	1
121.191505	31.043392	1
121.192470	31.042736	1
121.192705	31.010342	1
121.193176	31.160435	1
121.193319	31.023209	1
121.193519	31.011519	1
121.193587	31.156621	1
121.193622	31.042884	1
121.194350	31.034246	1
121.194504	31.043978	1
121.194586	31.033260	1
121.194737	31.156289	1
121.194862	31.042717	1
121.194924	30.789605	1
121.195093	31.023882	1
121.195738	31.019020	1
121.195901	31.019271	2
121.196476	31.018178	1
121.196621	31.012994	1
121.197061	31.019462	2
121.197091	31.016025	1
121.197340	31.019446	1
121.197657	31.023367	1
121.197891	31.058686	1
121.198780	31.160066	1
121.199211	31.043011	1
121.199227	31.369852	3
121.199402	31.017878	1
121.199661	31.151522	1
121.199756	31.016936	1
121.200104	31.293915	1
121.200546	31.008132	1
121.200571	31.024841	1
121.201195	31.025526	2
121.201279	31.012463	1
121.201393	31.021101	2
121.201455	31.007868	1
121.202251	31.012244	1
121.203233	31.015094	1
121.203870	31.019265	2
121.204219	31.019257	3
121.204640	31.019257	1
121.206179	31.012452	1
121.206389	31.019209	1
121.206401	31.006819	1
121.206435	31.018377	1
121.206580	31.017500	1
121.206672	31.012461	1
121.206734	31.013015	1
121.206817	31.012459	1
121.206847	31.023850	1
121.206950	31.012344	2
121.207006	31.017179	1
121.207290	31.033910	1
121.207379	31.012455	1
121.207517	31.010621	1
121.207540	31.012461	1
121.207930	31.012729	1
121.208023	31.012461	1
121.208110	31.041454	1
121.208118	31.013031	1
121.208215	31.011782	1
121.208313	31.012461	1
121.208373	31.012464	1
121.208422	31.402574	1
121.208700	31.038976	1
121.209130	31.042989	1
121.209645	31.041749	1
121.209831	31.033960	1
121.209908	31.032600	1
121.210693	31.429617	1
121.210851	31.002941	1
121.211271	30.892427	1
121.211746	31.279066	1
121.212567	31.032817	3
121.212610	31.037800	1
121.213038	31.038338	2
121.213126	31.038141	1
121.213163	31.033791	1
121.213203	31.002312	1
121.213455	31.037935	1
121.213564	31.033866	1
121.213893	31.032919	1
121.214030	31.038369	1
121.214148	31.010733	1
121.214249	31.002594	1
121.214415	31.012018	1
121.214569	31.003004	1
121.214626	31.002424	1
121.214688	31.002740	1
121.214922	31.033697	1
121.214968	31.273903	1
121.215057	31.033447	1
121.215066	31.002899	1
121.215137	31.003478	1
121.215224	31.032859	6
121.215404	31.002391	1
121.215779	31.021074	1
121.216274	31.002105	2
121.216296	31.038196	1
121.219849	31.382647	13
121.220657	31.381243	2
121.220701	31.001644	1
121.220948	31.286992	1
121.221237	31.288790	1
121.221344	31.015926	1
121.221435	31.381024	1
121.222256	31.017367	1
121.222633	31.381250	1
121.222707	31.014635	1
121.222717	31.381475	1
121.223729	31.027066	1
121.223796	31.012626	1
121.224154	31.003093	1
121.224214	31.055468	11
121.224422	31.055167	1
121.224679	31.027918	1
121.224949	31.055427	1
121.225113	31.227615	1
121.225143	31.387050	1
121.225215	31.055369	1
121.225411	31.012742	1
121.225624	31.014275	1
121.225640	31.144899	1
121.225655	31.012248	1
121.225674	30.786510	1
121.225751	31.013784	1
121.225865	31.026698	1
121.225888	30.787038	1
121.225904	31.241511	1
121.225915	31.013231	1
121.225972	31.269096	1
121.226113	31.054829	3
121.226301	31.121412	1
121.226672	31.143001	2
121.226750	31.143625	1
121.226994	31.377841	3
121.227112	31.141157	1
121.227203	31.377795	2
121.227747	31.032243	9
121.227862	31.054302	1
121.227885	31.225123	1
121.227909	31.053638	1
121.228064	31.054307	1
121.228096	31.004859	1
121.228100	31.225134	2
121.228127	31.224524	1
121.228172	31.061262	1
121.228325	31.062640	1
121.228407	31.378593	2
121.228579	31.054409	1
121.228882	31.004799	1
121.228951	31.378951	1
121.229053	31.002568	19
121.229131	31.377076	1
121.229358	31.015409	1
121.229473	31.226418	3
121.229700	31.197697	1
121.229723	31.377161	1
121.229833	31.226671	6
121.229842	31.051999	1
121.229898	31.051992	1
121.230082	31.224453	1
121.230113	31.226477	3
121.230266	31.226851	3
121.230274	31.004532	2
121.230309	31.012434	1
121.230400	31.050184	1
121.230419	31.050027	2
121.230446	31.226175	1
121.230549	31.051184	1
121.230585	31.226705	2
121.230704	31.109762	1
121.230749	31.063115	1
121.230772	31.225650	1
121.231110	31.237503	7
121.231169	31.226851	1
121.231235	31.226580	1
121.231364	31.027350	1
121.231663	31.226957	3
121.231856	31.106696	1
121.231937	31.104700	1
121.232048	31.107315	1
121.232071	31.226748	2
121.232430	31.104525	1
121.232522	31.101721	3
121.232677	31.038988	1
121.232697	31.102198	1
121.232800	31.039250	1
121.232864	31.040403	1
121.232897	31.101245	1
121.232955	31.039739	1
121.232979	31.102553	1
121.233017	31.039385	1
121.233102	31.231369	3
121.233115	31.062063	1
121.233118	31.114048	1
121.233134	31.101266	1
121.233147	31.060887	1
121.233206	31.039007	1
121.233398	31.060322	1
121.233414	31.019367	1
121.233419	31.107354	1
121.233441	31.374551	1
121.233461	31.039171	2
121.233471	31.102765	2
121.233536	31.049976	1
121.233553	31.039389	2
121.233581	31.039390	2
121.233635	31.027349	1
121.233663	31.039390	1
121.233825	31.034921	1
121.233884	31.062565	1
121.233893	31.038828	1
121.233949	31.102841	2
121.233951	31.102392	2
121.233957	31.039393	1
121.234004	31.041734	1
121.234034	31.010506	1
121.234193	31.102408	1
121.234229	31.108603	1
121.234371	31.102892	5
121.234425	31.102420	1
121.234444	31.107154	1
121.234600	31.038373	1
121.234600	31.039218	1
121.234604	31.107798	1
121.234655	31.102925	8
121.234699	31.103376	4
121.234728	31.004300	2
121.234911	31.103392	7
121.234956	31.102657	8
121.234969	31.102449	7
121.235008	31.107244	1
121.235073	31.102989	4
121.235106	31.012743	1
121.235135	31.103437	3
121.235171	31.230898	1
121.235224	31.102989	6
121.235364	31.108807	2
121.235441	31.032957	1
121.235596	31.011009	1
121.235763	31.033667	3
121.235795	31.106860	1
121.235809	31.011469	1
121.235886	31.062944	1
121.235901	31.062372	1
121.235909	31.104313	1
121.235929	31.023401	1
121.235967	31.013237	1
121.236072	31.106900	1
121.236177	31.106446	1
121.236432	31.381604	1
121.236449	31.104535	1
121.236667	31.018515	1
121.236839	31.058842	1
121.237171	31.372174	1
121.237394	31.047922	1
121.237444	31.372047	1
121.237503	31.003239	1
121.237689	31.391042	2
121.237727	31.049023	1
121.237738	31.104372	2
121.237795	31.344205	1
121.237939	31.010331	1
121.238035	31.346190	6
121.238114	31.015773	1
121.238227	31.016594	1
121.238271	31.349423	5
121.238274	31.044226	1
121.238418	31.367873	1
121.238423	31.013917	2
121.238466	31.044248	1
121.238534	31.370122	1
121.238862	31.042963	1
121.239109	31.107738	1
121.239184	31.108969	1
121.239185	31.002598	1
121.239248	31.367722	1
121.239341	31.391097	1
121.239483	31.342484	42
121.239506	31.012290	1
121.239687	31.016797	1
121.239731	31.373604	2
121.239755	31.367998	1
121.239960	31.390842	1
121.239976	31.342146	1
121.240132	31.370519	1
121.240409	31.016824	2
121.240431	31.016505	1
121.240463	31.011614	1
121.240668	31.345764	5
121.240886	31.345360	2
121.240974	31.345890	3
121.241040	31.344091	20
121.241097	31.344979	1
121.241244	31.377434	1
121.241352	31.345956	7
121.241615	31.058550	1
121.241688	31.346117	7
121.241814	31.232683	8
121.241887	31.343831	1
121.241924	31.345579	10
121.242030	31.012541	1
121.242083	31.343384	12
121.242137	31.345697	15
121.242216	31.344113	2
121.242243	31.342889	14
121.242356	31.372961	1
121.242368	31.343708	8
121.242466	31.343207	11
121.242669	31.373549	1
121.242723	31.403485	1
121.242739	31.002580	1
121.242875	31.343232	11
121.242952	31.344372	1
121.242979	31.344105	13
121.243142	31.349735	1
121.243168	31.376978	1
121.243267	31.343352	11
121.243273	31.169508	1
121.243296	30.969738	3
121.243316	31.343880	11
121.243418	31.365468	1
121.243577	31.343842	14
121.243762	31.375438	1
121.243927	31.065329	1
121.243981	31.001554	1
121.244040	31.350096	2
121.244367	31.350368	1
121.244400	31.058247	1
121.245410	31.015340	1
121.245583	31.369751	1
121.245911	31.382575	1
121.246040	31.066107	1
121.246176	31.369390	1
121.246415	31.020427	1
121.246517	31.065162	3
121.246697	31.064916	1
121.246880	31.006540	1
121.246932	31.065162	1
121.246988	31.370128	1
121.247049	31.067363	1
121.247240	31.067152	1
121.247344	31.347519	1
121.247375	31.030336	1
121.247431	31.330975	1
121.247536	31.014790	1
121.247554	31.029492	1
121.247598	31.371300	1
121.247711	31.031221	1
121.247806	31.028654	1
121.247886	31.031335	1
121.248001	31.030233	1
121.248106	31.028970	2
121.248215	31.029730	1
121.248489	31.028870	1
121.248555	31.354306	2
121.248582	31.030106	1
121.248594	31.030960	1
121.248785	31.030681	1
121.248830	31.004660	2
121.248875	31.331383	1
121.249026	31.031263	1
121.249362	31.005927	1
121.249682	31.372151	1
121.249826	31.334728	1
121.249960	31.372293	1
121.250000	31.404625	1
121.250337	31.005187	1
121.250519	31.366350	1
121.250532	31.348510	4
121.250656	31.014545	1
121.250893	31.373091	1
121.250904	31.398979	1
121.251047	31.399462	1
121.251065	31.125489	7
121.251165	31.372597	1
121.251171	31.009891	1
121.251250	31.351023	5
121.251460	31.332010	1
121.251480	31.004843	1
121.251885	31.001760	3
121.251934	31.359748	1
121.252078	31.392496	1
121.252263	31.105882	1
121.252380	31.105854	1
121.252407	31.401651	1
121.252536	31.352365	2
121.253029	31.016127	1
121.253164	31.015822	1
121.253308	31.015832	1
121.253357	31.013561	1
121.253540	31.329416	1
121.253600	31.352734	1
121.254051	31.002782	1
121.254717	31.352174	1
121.254998	31.327650	1
121.255153	31.351716	1
121.255721	31.394273	1
121.255756	31.394537	1
121.256371	31.005272	1
121.256677	31.010727	1
121.256740	31.405010	2
121.257208	31.326589	1
121.257213	31.328483	1
121.257321	31.400352	1
121.257360	31.328640	1
121.257440	31.325993	2
121.257444	31.015434	3
121.257447	31.326105	1
121.257765	31.358952	1
121.257873	31.326350	2
121.258008	31.326401	2
121.258817	31.405223	1
121.259103	31.355575	1
121.259140	31.170734	1
121.259842	31.007330	1
121.260495	31.015012	1
121.260646	31.405515	1
121.260918	31.118076	1
121.260941	31.174637	1
121.261288	31.367510	1
121.261347	31.330224	1
121.262181	31.117174	1
121.262314	31.106817	1
121.262398	31.118162	1
121.262601	31.330404	1
121.263092	31.330431	2
121.263098	31.330516	3
121.263113	31.329485	2
121.263166	31.165917	1
121.263184	31.381468	1
121.263202	31.382506	1
121.263313	31.329315	1
121.263481	31.118006	1
121.263521	31.112639	1
121.263588	31.329712	2
121.263733	31.380239	1
121.263924	31.381020	1
121.264008	31.108862	1
121.264137	31.116501	1
121.264597	31.386247	1
121.264954	31.106754	1
121.265280	31.175261	1
121.265300	31.375602	2
121.265927	31.385701	1
121.266132	31.081911	1
121.266216	31.121754	1
121.266273	31.381140	2
121.266348	31.116183	1
121.267541	31.383379	1
121.267810	31.113600	1
121.268120	31.172240	1
121.268196	31.083215	1
121.268265	31.382902	1
121.268822	31.376493	1
121.268837	31.384670	1
121.269081	31.113363	1
121.269390	31.273551	1
121.269892	31.405532	3
121.270058	31.381226	1
121.270073	31.380375	1
121.270271	31.108622	1
121.270500	31.240250	1
121.270573	31.404811	1
121.270665	31.405035	1
121.271172	31.385288	1
121.271347	31.118164	4
121.271584	31.386791	1
121.271883	31.334382	1
121.271886	31.333980	1
121.272023	31.334822	2
121.272179	31.168200	1
121.272200	31.334877	3
121.272361	31.167964	1
121.272528	31.393245	1
121.272559	31.332845	2
121.272822	31.332951	1
121.273217	31.334792	1
121.273448	31.334898	1
121.273827	31.385103	1
121.273882	31.334206	1
121.273950	31.342302	1
121.274304	31.398788	5
121.274307	31.398788	1
121.274311	31.319827	1
121.274506	31.170832	1
121.274650	31.399556	10
121.274651	31.399555	3
121.274748	31.399149	1
121.274780	31.169569	1
121.274864	31.334633	1
121.274993	31.169647	1
121.275171	31.169400	1
121.275284	31.169209	1
121.275361	31.399224	5
121.275413	31.399635	17
121.276010	31.167663	1
121.276218	31.173255	1
121.276585	31.379995	1
121.276711	31.379559	1
121.276755	31.084449	1
121.277308	31.161879	1
121.277477	31.318517	1
121.278173	31.077340	1
121.278179	31.174002	1
121.278282	31.380335	1
121.278854	31.415330	1
121.278887	31.372937	2
121.278992	31.075428	1
121.279199	31.421299	1
121.279294	31.334055	5
121.279394	31.334289	4
121.279527	31.333163	1
121.279536	31.085665	1
121.279584	31.421146	1
121.279661	31.165304	1
121.279806	31.334972	1
121.280345	31.335000	2
121.280394	31.334462	2
121.280535	31.420949	1
121.280884	31.333163	1
121.280977	31.333466	2
121.281738	31.206726	1
121.282051	31.173116	1
121.282250	31.419105	1
121.283073	31.328329	1
121.283366	31.334884	1
121.284012	31.113575	1
121.284225	31.205069	1
121.284637	31.113831	1
121.284653	31.332527	1
121.284831	31.113961	1
121.284904	31.113642	1
121.284999	31.113934	1
121.285787	31.476066	1
121.285795	31.113939	1
121.285927	31.113817	1
121.286560	31.081253	1
121.286762	31.113655	1
121.286909	31.080112	2
121.287009	31.113900	1
121.287150	31.113927	1
121.288339	31.113904	1
121.288727	31.166611	1
121.288963	31.113504	1
121.290596	31.206728	1
121.290733	31.219585	1
121.290947	31.220221	1
121.291876	31.024154	1
121.293428	31.151502	1
121.293626	31.150932	1
121.293709	31.378622	1
121.294920	31.151655	2
121.294960	31.152859	1
121.295100	31.025665	1
121.295228	31.152267	1
121.295243	31.152804	2
121.295890	31.206924	1
121.296326	31.153116	1
121.297035	31.211910	1
121.297127	31.212543	1
121.297791	31.209738	1
121.298847	31.308637	1
121.299278	31.202658	1
121.299662	31.202585	1
121.300062	31.202962	1
121.300800	31.308251	1
121.301442	31.307432	1
121.301940	31.269925	1
121.303000	31.158250	1
121.303140	31.270590	1
121.303429	31.154709	1
121.304013	31.146205	1
121.304363	31.154953	1
121.304573	31.150229	1
121.304611	31.154219	1
121.305176	31.142271	1
121.305177	31.150144	1
121.305222	31.147949	1
121.305736	31.268508	1
121.305816	31.272591	1
121.305824	31.143412	1
121.306213	31.143431	1
121.306328	31.150461	1
121.306374	31.210749	1
121.306435	31.244629	1
121.306481	31.148389	1
121.306546	31.239984	1
121.306549	31.239985	1
121.306549	31.240282	1
121.306931	31.291920	1
121.307037	31.155497	1
121.307191	31.238862	1
121.307205	31.242587	2
121.307251	31.292076	1
121.307297	31.150800	1
121.307418	31.291953	1
121.307549	31.244707	1
121.307549	31.245894	1
121.307622	31.271846	1
121.307735	31.242100	1
121.308072	31.243637	1
121.308270	31.143711	1
121.308379	31.063792	1
121.308388	31.242844	1
121.308748	31.144427	1
121.309730	31.044895	1
121.310123	31.062937	1
121.310150	31.305066	1
121.310154	31.308792	1
121.310181	31.131150	1
121.310227	31.063143	1
121.310242	31.177340	2
121.310333	31.306817	1
121.310388	30.744685	1
121.310539	31.062776	1
121.310806	31.308231	1
121.311089	31.146179	1
